9.433889312752974377e-01,3.136597342608371530e-01,4.130625100308794595e-01,3.414703868538788711e-01,8.154626973986099925e-01
5.062715644498267942e-01,7.453742519181082438e-01,5.952221415030576335e-01,8.078710312187010745e-01,4.339463624187074320e-01
9.901277631031890625e-01,6.262460192629326627e-01,8.235362299899178229e-01,6.251820808337787971e-01,9.430816292941952561e-01
8.913257238513259129e-01,6.277498689862474057e-01,5.360803980739853314e-01,4.838776475645434338e-02,7.780746186543148202e-01
4.941449664448070989e-01,3.055087493134823751e-01,2.820267938050736722e-01,8.955023342431623901e-01,6.668410153986702449e-01
7.874931486053974306e-01,1.024322619372871612e-01,9.931778313889788601e-01,7.088522090544544518e-01,8.674822518729022880e-01
2.577712474835954781e-01,3.618540307397869471e-01,5.549162595663529318e-01,1.711353010935190433e-02,2.906797045689213377e-02
8.726193986499479749e-01,3.282937447657655605e-01,4.126221854627671881e-01,6.241286513698818261e-01,8.324907386617549365e-01
9.044867980307773614e-01,1.301091444511434103e-01,5.235326960607318281e-01,1.079490707142292116e-01,2.792020878074535917e-01
9.561289832625612384e-01,9.181619695678567838e-01,6.793084871719874407e-01,8.643003557043208440e-01,2.854859742290494218e-03
6.696351351485865244e-01,7.803009275102616993e-01,7.521360733054368586e-01,8.787458322506457309e-01,1.636734415930108932e-01
4.158040644620958348e-01,6.321886588975854648e-01,7.292776143720193227e-01,5.017274085379009874e-01,8.281267144122782531e-01
7.196714956464100865e-02,4.281898504454427767e-01,1.757108804268756597e-01,4.425858481577663595e-01,3.053304090970329066e-01
5.870655226225462986e-02,1.110073601944190358e-01,9.051079908694147358e-01,4.836245863586415838e-01,2.024277567231622665e-01
1.223429173101333589e-01,6.229670506454751955e-01,7.579285602502878749e-01,5.012900650894374088e-01,8.661131349012838321e-01
4.659721099733683536e-01,2.823826639435272901e-01,9.865584379515922597e-01,5.002461317171540411e-01,6.186623926000228701e-01
8.019131224556996784e-01,6.992669697925345540e-01,4.611433398439200859e-01,9.100155355802286294e-01,8.962119765902635260e-01
5.883972241047618068e-01,7.222121606411853190e-01,3.843161848959941729e-03,5.984170147388615524e-01,1.336027558145413963e-02
5.625394782440301666e-01,7.283796790141814359e-01,8.396375262834769870e-01,2.192842848795588662e-01,4.419685708110107081e-01
3.788460243410547434e-01,3.392779295218270041e-01,6.793440047396516190e-01,4.317398025032261888e-01,5.371776128320704391e-02
5.684991782402148974e-02,2.585227249804302740e-01,9.107261324454065665e-01,6.815653624907679342e-01,1.560828127376487906e-01
2.277955078019002766e-01,2.153029313799503797e-02,2.452603852544231744e-01,2.348995880111517387e-01,5.691967227538370366e-01
4.828400457845378746e-01,6.680614448158217478e-01,6.099539972195523463e-01,5.086292856206818813e-01,1.480998157978208329e-01
7.551170149156183342e-01,5.078684836485697351e-01,3.490706364525610894e-01,7.168322153332662428e-02,2.905583266825971789e-01
9.948829642615127922e-01,7.544033671787574447e-01,8.284569139751956079e-01,8.400063905561157007e-01,7.104297706219009356e-03
9.224726886346042987e-01,8.203050620089824552e-02,7.453609792918536314e-01,4.510925942122586685e-01,3.864126270502562521e-01
5.311467038348957059e-01,8.259192658092421313e-01,3.328014023235932317e-01,1.865276787286295201e-01,9.571155349795090750e-02
3.571588448976699137e-01,3.874463800145409031e-01,2.167374174765922534e-01,2.192454397910998942e-01,4.798517036305938177e-01
4.688795885980515665e-01,2.328530136326931732e-01,6.547808166268356267e-01,6.596115534468159902e-01,4.747570351377260467e-01
7.086399944030513653e-01,2.161160276460668550e-01,3.869227093517809690e-01,6.553331870527778769e-02,9.038575024147882386e-01
2.893308380909713762e-01,3.152110151280642647e-01,7.942897302112540414e-01,6.886327283038872205e-01,6.972720535152718835e-01
8.632891840178856802e-01,1.626466056625829326e-01,3.291045334003065426e-01,1.157450531495279877e-01,2.391295491977755150e-01
